Q86BS6-3	Q08641
Q09651	Q7JVH0	Q9BW85	P28320
Q8SXP0	Q9XXT5	Q92539	P32567
Q99PV5	O14503	P13097
Q7KNQ9	Q969H4	G5EEW9
Q9VIW3	Q0VAA2	P11745
Q17491	Q9NU19	Q9VFX6
O44656	P24456	P54781	Q9HCS2	Q9VG82
A4D1E9	P32234	P38860	O45691
P49802	Q9VCX2	Q8WQC0
P13379	Q9UGM3	Q22206
Q03330	P51123	Q6BER5	Q64127	Q09472
Q7K3B7	O61856	Q9UJ83	P39994
P05756	Q03334	P62277	P51404
Q9BRL5	Q09510	Q06580	P62152
P08630	P05480	P12931
Q93716	O43809	Q9VSY2
Q9VLS7	Q8NEL9	Q12204
Q07442	P13709	Q92831
Q9UHN1	O02005
P40557	Q9VYV3
P33296	Q8CFI2	Q21633	Q7K738
Q9Y6G3	Q7K0A0
P97765	Q9VU19	Q18966
P40791	H3BNR1	P07249	Q18955
Q9V3A8	Q9DBH5	Q9HAT1	Q22170
P53564	Q22811
Q02040	Q7KTT0
Q96DB2	Q86NK9	Q18477	O09106
Q9NYG8	Q21529	Q9W2L9
Q12220	O43815
Q8IVT5	Q95SI0
Q02566	P05661	P13535
Q9Y2K1	Q9VRV3
Q9NSD9	Q19713	P15624
Q9VGQ1	P10515	O45148
Q9W2D9	Q9UBQ5	Q9XUP3
Q2MGL3	O75817	Q9U1X8
P43605	Q56NI9	Q9VS50
Q9UGM6	Q9VVL8	P46579	P04803
Q5XKR4	P31245	Q9U2Y9	O76136
Q9CXW4	Q94300	P46222	P0C0W9	P62913
Q9U395	Q8T0U6	P23287	Q08209
Q8TDT2	Q9VWS5
P32320	Q9VLR3	Q20628	Q06549
P41091	P32481	P45975
Q96GS6	O76462	P42840
Q00175	O45666	P10276
Q14332	P18537
P17276	P00439	P90925
Q04837	P54622	P34496
Q9H936	O45865	Q06497
P14210	Q7JZK6
Q20347	Q8TDX7	P06784	O62602
Q20561	P26687	P10627	Q8WVJ9
A7KAX9	P38339
P53959	Q9Y2V7	Q21270
Q9H1D9	P91529	Q9VD25	P32910
P21525	P01101	G5ECG2
Q9VTP4	Q9N4I4	P62906	P0CX43
P62874	P36037	Q9VE98
P53731	O15144	Q9VIM5
O16129	O95363	P08425
Q9H9B1	P70351	O17679
Q61207	P07602	Q9Y125
Q99ML9	Q9VHI7
Q9W004	Q8N7G1	O61217	Q05788
Q961G1	Q2V0X4	P40094
O43683	Q21776	Q9VMS5	P41695
Q9NUN7	Q02896
Q9NGX6	P13010	P27641	Q21829
Q6ISP9	Q9VMX8
Q9NS61	O45313	Q9VW66
P52815	O18180	Q9VSR5	P53163
Q12690	P41126	Q6NZ55	P91128
O00267	Q9V460	P27692
Q5VZB9	Q9VAI8	Q9TXN8
Q9VGN9	P83731	P04449	Q17606
Q9Y0I1	Q12432	Q15014	A7DTF0
Q9VQT0	Q23333
Q9Y2Q5	Q9N2U6	Q9JHS3	Q9V8I2
Q8N1I0	G5EEN3	Q8MQW7	Q8BUR4	Q06409
Q9HD20	YGL008C	Q9VKJ6
O75037	Q8MQ04	P28742	Q9V877
P09055	P11584	Q9GYK2
Q02080	P38128
O00519	Q9VBQ5	Q8I4C5	Q03557
P33760	O75351
P47991	Q02326	Q02878	Q9V9W2
P06865	Q8WSF3
Q09450	Q9D0K2	P55809	Q9W058
P33244	P43354	O45436
Q17490	Q9Z1E3	O00221
Q8NI37	Q9W0E2	P38797
Q9H2G9	Q9VHE3	Q21954
P47104	Q9W425
P32805	Q22678	P57682	P39768
O61735	Q9WTL8	O15516
O77290	P27351
Q27497	P48462	P36873
B2RWS6	P34611	Q9U3Y7
Q9W525	Q99689	Q7JL62
Q9GQS3	Q19440	P04806
Q9Z1R2	P46379	Q9VS82
P97311	Q8NHX6	P38132	Q9VGW6
P39925	P54811	Q7KMQ0	P35998
O95407	Q71F55
Q9UEY8	Q02645-2	Q9U9K0
Q969Q4	P11076	Q9VSG8
Q9VAF5	Q9UN72	Q8VHR0
O17898	P16375
Q86WG3	Q7JUR6
Q9N4L8	O43181	Q9VWI0
Q9HCE6	P34609	Q9ESN9	Q9GQF1
Q9VSR3	Q18317
Q15050	Q9XVT0	Q8I937	Q08746
P00942	P60174	P29613
P53313	Q9NVU7	Q7KKH3
Q14204	Q9GPN7
Q8SXC2	P47039
Q9W1T1	P56628
Q8C8R3	Q8IUW1	Q9VL58
P63272	Q9TVQ5	Q9TZ93	P32914
P11353	P36551	Q9V3D2
P16892	O44408	O61443	P46734
O75915	Q9VJ59	H2KZJ7
Q95ZV7	Q9WTR2	Q24216	P23293	Q13233
O45926	P30283	P14785	P25322
O44480	Q02543	P41093
Q9UL18	Q21691	Q7PLK0
P39429	Q9UAC5	Q12933
P53196	Q9W4Z9	P35606
O16810	P54784
Q9Y5X9	Q9VQ96
Q13510	O45686
Q96EV8	Q91WZ8	Q9VVT5
Q7KAH0	Q14588	O35615
O88335	Q14654	Q9VCL9
Q9XZ01	O60344	O44857
Q9UGJ1	Q9XYP7
O75344	P26883	Q7K3D4	P32472
P23409	P10085	P22816	P22980
Q9VFE4	P49041	P46782	P26783
Q9VUZ3	P40312
Q96I87	P54269
P36046	Q8N4Q1	Q19342
Q6IB29	Q9V9Z9	Q09958	P36049
P91869	Q9Y3C7	Q9CXU1	P38633
Q99394	Q9VF82	O75865	Q9XU81
Q9UBW7	Q95TK6
P07901	P02829	Q18688	P02828	P08238
Q9Z2R9	G5EDF7	Q9VEH1	P47042
P20393	O16538
P46776	P41092	P02406
P01732	P01731
O00410	Q8SWQ9
Q96G23	Q9W423	P28496
Q7LGC8	Q9VMC3
Q9BT63	O16797	P50880	P14126
Q9VAC9	Q9BQ04	Q10667
O95782	Q12028
Q6ZN96	P34489
Q8T0L7	Q8TF40	Q68FD7
Q92973	Q9VRV8	P32337
P15619	Q95PV5
Q9Y093	Q19699	P0CF18
P30050	Q9W1B9	P61866
P25103	P06002	Q9GZG8
Q8TB46	Q8CG79	Q86PC3
Q96RD9	Q9VCT4
Q9I7T7	O44760
Q96FE5	Q2WF71	P91643
Q9U3I7	P27515	Q99PM9	Q9BZX2
Q10579	Q8N4N3	Q24206
O61792	P26270	P51665	Q08723
Q19266	P28867	P41743
P15732	P52486	P52482	Q96LR5
Q20733	Q6PJG2	Q9VHD1
P06104	P52478	Q7KZS0
Q9NYV4	O17432	E7EM33	P28652	P32581
P22605	G5EDJ0
P28000	Q9VIZ0	P52435	Q9XVH6
P49958	Q9VTM2	P40487
Q10929	P32793	Q8T390	P62993
P28359	O43248
P35609	D0IMZ5	P18091	Q80X90
Q01085	P21187	P38760
Q03774	P57081	Q23232
Q9VWP6	P01127	P31240
P13073	Q8T4H8	Q9U329
Q3B7T1	Q9VSP0
Q8BLG0	Q08923
Q8TCE9	O08573	Q9N384
P20815	Q9V558	Q27505
O00291	Q9JKY5	Q02328	Q8MQJ8
P33313	Q8IWX7	Q9XYW6
P38353	O18239
P58397	Q9VXL1	G5EFD9
Q09584	Q62093	P19018-2	P62995
P51636	P49817
Q9NRY7	Q21319
Q08773	Q8MLW2
Q969X5	O76896	Q04651
Q9Z2X8	P34568	Q9VFP2	Q14145
P36383	P28231
Q9C0I4	Q0E8N3	O76840
O95238	P51022	H2KYY1
Q7JZD3	Q8R001	Q9GRZ1	P40013
Q9VQD2	O17806
Q7JMA9	P25293	P55209	Q78ZA7
P46783	O01869	Q9VWG3	Q08745
Q9VSI6	P41939
Q18680	O77460	P28239
P30622	Q922J3	A1ZBM2
P02567	P12882	P35415
O60930	Q9XVE6	Q04740
Q6LEU9	Q6NN09	Q9BKS0
Q9BXF6	Q9VWS3
P45890	P63260	P63261
P14854	Q9VWD1	Q01519
Q921I1	P02788	Q9VTZ5
Q8IAA6	P42684	Q60631
Q8NFM4	Q9VA09
Q61074	Q9H0C8	Q95TU4	P49595	P35182
P46223	Q966C6	P32495
Q9VTR3	P41996
O94779	Q80ZE3	Q9BN17
Q08945	G5EFV4	Q03435
Q7YZ95	Q13309	Q09397
Q9N4Y9	O95159	Q9VD26
D3DR40	Q9V3M2
P28340	P15436	Q9GSR1
Q95U66	Q23158	Q9QXZ0	P21333
Q21017	O61267	O35942	Q15831
Q13702	Q7K4Y8
Q9NCC3	Q8I4E2	Q9Y5X1
Q9VMD6	Q19895	P24280
Q62420	Q95X87	Q7Z6J0	Q7K4D1
Q9VKV9	P53582	Q01662
O94993	Q9U1H5	G5EBG6
Q7KRW8	Q86UA1	P39682
P48722	O97125	B3KTT5
P20163	P10591	P11147	Q9UQC1
Q3TDQ1	P39007	P46975	Q9XZ53	P46977
Q9VCR0	Q03154	P0C155
Q07292	Q5S006	P22517	P04049
Q8NF99	Q9VYX0
Q8N5J2	P53155
Q9VVE3	Q09491	Q8WUS8	P53199
Q6P4R8	Q9Y0Z1
Q9VNF8	P38810	P53992	Q23368
Q96AY4	H9G2T2	Q7TNH6	Q9W3Y7
O94985	Q9VGG5	G5ED46
Q9VCI0	Q9Y3B8	P54964
P29503	Q923S6	Q96JN8	Q7JP65
Q95QI7	O61458	Q13485	P97471
P53569	Q03701	Q12176
A1Z9S1	P78537	Q22616
P22768	P00966	O97069
P49419	P38694
Q96AP0	Q5EE38
Q9NA26	Q9UK41	Q9V359	Q02767
G5EGM3	Q9JHD2	Q9UIG0	P46677
M0QY76	P47980	P22893	P47976	Q9U1Y2
Q02360	Q22510	Q61572	O75593
Q9UL62	O01991
Q9V427	O62136
Q9UBP6	O77263	Q12009
Q21285	P09440
P91563	Q8NC69	Q9W579
Q92575	P34631
Q08747	Q9VYG2	Q96GM5	Q61466	Q21177
Q21029	A1ZBL7	Q96PN8
P19109-2	Q9NUU7	P20448
Q15029	P13060	P53893	Q9XV52
Q01071	Q9BYE0	Q9QUS4
Q19724	O75380	Q9VMU0
Q17433	Q8WWF6	Q9VPQ2
Q9VU37	O60725	P32584
P91866	P49327	Q7PLB8	P39525
B4DR88	Q9VL25	P24384
O76041	P34416	O96046
P38865	Q9W3X9	Q966A8
Q9N341	P06634	Q9VGI8	Q61656	P17844
Q9VPE4	Q3ZAQ7	Q78T54
Q8TDD2	Q86P48
Q9ERC8	B1Q236	Q9VQW7	Q8WZ42
P62304	Q12330	Q9VLV5	Q9XTU6
Q6ZT12	Q07963
Q18846	P49071	Q8CDB0	Q8IW41
P49754	Q7PL76	P38959
Q9UHI6	Q9VD51	Q810A7	P20447
Q9BTE0	Q9V9V9
P35278	P51148
P31040	Q00711
P32380	Q8IP51
P14306	P30086	Q9VI09
P00352	Q9VLC5	P40047
Q9NX70	Q7KBL8
H2KYD4	O76909	O15015	O08900
P53212	Q9BSH4	Q9VL11
Q12769	Q9VKJ3
P55954	P20674	Q94514	P00427
Q99424	Q9W3U0
O70161	O96838	Q9HBF4	P53191
Q9VBN2	P35951	Q22179
P33299	Q53HB3
Q6VNB8	Q17796	Q960X8	O14964	P40343
Q53SB5	Q19782
Q24320	P20435
P55965	P90971
Q8N2S1	Q21281	P18168
Q92979	Q9W4J5	Q9XX15	Q06287
P28161	Q966G8
P28495	P47755	Q9W2N0	P34685
O95996	Q961B0	Q21227
Q12198	O97121	P32929	O45391
Q9BRT9	Q9VBI1	Q9U2W9	Q03406
Q23680	P39111	Q16864	Q24583
B0QZ18	H2KYS8
P52756	Q7K0W0	Q95Q15
Q9VMN5	P38228
P41338	Q22100	Q9W0H6
Q08473	O60506
Q8IRR0	Q9XVS0	Q03529
P49411	Q9VZP5	P25038
Q03048	Q07750	Q549N0	Q9VWR1
Q9VPR6	Q93644	Q12494
Q8CIS0	P31007-1	H2KYW1
Q9UK97	Q12347
Q9NPF7	Q9EQ14
Q9VWE4	Q9NP77	P53538
P50213	Q9VD58	Q20049	P40495
P12955	P43590	Q9W5W7	O61710
Q9BMN8	Q59E14	Q92859
P11688	P06756	Q24247
P26019	Q9NAH1	P33609
P32243	P09085	G5EC89
P68433	P36012	E2QCP0
P18289	P05412	P05627	G5ECU7
Q9U2G0	P25294	P59910	Q9VS57
P42945	Q96ES5	Q9VM75
P49917	Q08387	Q8MZC0
Q14103	Q93233	Q9V3L6
Q8N5V2	P53046	Q965J0
P47897	P13188
Q8N8A2	Q7JQL2
Q9Y6N7	Q9N9Y9
Q9BXJ9	Q9VWI2	P12945
Q9NXV2	P91561
P78406	Q8T4A6
P41223	P25337
Q9R269	G5ECG5	O60437
Q9GYV9	Q6IAZ5	Q95Q17	Q08278
Q8IVB4	Q04121	Q61165	Q8IPJ4
P17555	Q95YA9	Q9VPX7	P40123	P40124
Q13085	P32327	Q0E9E2
Q6NN40	Q9BV86	P38340
P48562	O94806	O44590
P29374	Q9VWP5
Q9VMC0	Q9Y366	G5EDF6
Q06407	Q9VDS5	Q9BRR9	Q8MPT2	Q80YF9
Q659C4	Q12034
G5EF87	P43609	Q9VF03
Q9VC58	Q9P2W9	O76413
Q03933	P22813	Q6Q4G5	P10961
Q8WWE8	Q9VJW1	Q06836
Q8TDQ7	Q9VMP9	Q9XVJ2
J3KQH6	Q64028	Q9NF31
Q23166	P38620	Q9VT32	O60256
P36039	Q9P0I2	Q9U1X6
P52803	O08543	Q9V4E1
Q03940	Q9VH07	Q9GZH2
P28070	P90868	Q9VNA5	P30657
Q9VIF0	O17580	Q9H9J5	P39744
Q9BVG4	Q08971	Q9VP29	Q9XWK2
P34562	Q8IWJ2	Q8CHG3	Q9VGE4
O17071	P33298	P43686	P48601
Q17963	Q9VD52	Q60972	P38011
Q6NYC1	Q9VD28	Q9GYI4
Q65ZH5	Q8NHP7	P92030
Q0E940	Q9XWI6	P55884	P06103
Q21625	P33611	Q14181	Q9VB62	P38121
Q0E8W6	Q96QK8	Q09269
P51601	Q19980	P30793	P48596
Q9V3J6	Q965X4
Q9VP04	Q9P0S3	P53224
Q9CZW5	Q8IZP2	Q9VEV3
Q95Y90	P05738	P32969	P50882
Q7K1Y4	O76071	P25382	Q9XW12
Q9VWE7	Q9CRT8	Q9HAV4	P52918
Q7K3D8	Q9NPF5	Q8WQA7	P53201
Q96NW4	Q04749	Q99ME3	Q23595	Q24241
Q96EP5	Q9NH72
P48556	Q9V436	Q23449	P32496
Q9VN13	Q09201	Q9BWM7	Q12029
P62204	P24844	P47948	O16305	P06704
Q9VDJ9	Q17353	Q80U72	Q8TEW0
O18197	P20133	P53609	Q9XZ68
O14602	P38912	Q9VEA1	Q9TXU7
Q8SX57	Q19774	P40471
P40341	Q9XTT9	O18413
O95858	Q9VLH0	Q22495
Q92600	Q9VLF2	P53829
P35546	G5E9L9	Q08732	Q8MXI4	Q9VDS9
P31943	Q8MXR2
Q9VPD2	P52920	Q9Y5Y2
Q13952	O17072	Q9W256
Q9H3F6	Q9VH62	Q8K0E1	Q03607
O01840	Q16348	P91679
A0FGR8	Q9R0N9	Q9V4C4	P91493
Q3URD3	Q03944	Q9W5R5
Q8IVL1	G5EFW3	Q8BTM8
P11499	Q22235	Q6PK50
P63085	Q9Y1J3	P06782	Q9W0V1	Q16539
O15479	Q9QYH6
Q9VK19	P46948
Q9VFS8	P40555	O00233	Q10920
P38217	O62333
A8K5I0	C7LA76	P11141	P22202
P35212	P28229
Q9VV40	Q7Z3E2	Q8I0Z1
Q7K4E2	Q91XM9	Q9HAP6
O16130	Q96EH5	P04650
Q9NQW7	Q07825	Q9VJG0	O44750
Q9TZ70	Q9NP71	Q9VB47
P12695	Q23571	Q9VM14
P08432	O01579	P40807	O14977	P00860
Q24174-2	Q53GT1	Q17782
Q8IYS8	Q9VAY4
P09208	A0A0K3AV08	P35991
Q9BUD6	Q7JY80
P61353	Q9VBN5	P0C2H7
P22561	Q9VKC4	Q94178
O14967	P14211	P29413	P27825	P27798
Q15008	Q06103	Q9V3G7	Q20585
Q60749	Q9W255	Q07666
Q9VCP0	Q14241	Q09413
Q0E8F2	Q86CZ8	P04710
Q9UNX4	Q9VKW1
Q09252	Q9H0G5	Q9VYE3
Q12996	P25991	P25298
Q9UKJ5	Q0KI06
P53131	P34498
Q6P6L5	P34244	Q9V787	Q5VST9
Q92953	G5EEK7	P17970
P08962	Q7K2V7
O14490	B1AZP2	Q7K3L1
Q8SY07	O18246
Q9P0J6	O14464
Q9WTJ4	P53035	Q7K0S9	O43829
P91929	O95299	Q21233
O15945	P53762	P27540
O96689	Q12158	O60216	Q19325
O43296	Q9VGG0
Q8MQ70	Q27393	Q86SG6
Q9NZQ3	Q9W3K6	Q12342
Q16186	Q7K2G1	Q09289
P12018	P01636
Q20845	P54646	Q95TN8
Q19203	O88631	Q9VFB9	Q8IYI8
Q93758	Q12523	P61962	Q9VR53
Q95RC5	Q08484
Q12125	Q9VN19	Q7L5D6	Q19824
Q9VG31	P23368	Q9U296	P36013
P17021	Q4V5A5
Q9HCP6	Q9VZU2	P53154
Q24150	Q6FI91
Q96C86	Q9VNH5	Q06151
P53927	Q21832	Q9Y5S9	Q9V535
P45896	O96660	Q15796	Q8BUN5
Q9QZ83	Q12509	P10984	P45888
O61955	Q9W5B3	O60573	P07260	Q8BMB3
Q9ERK7	O18394	P46098
Q9VWX8	P53874	Q8WT44
P23615	Q7KZ85	Q9VCX7
O60760	O45451
Q9BZC7	P33302
A0A087WT44	Q9VGJ9
Q9VWA8	Q14331	O18282
P38796	Q9BIB3	Q9Y570	Q95R98
Q9BYT1	Q9VQZ7	Q8VCL5	Q10046
P41848	Q02486
G5EDP9	O14508
P08236	Q7K173
Q23087	Q9VV49	Q9NRZ5	P38226
P46439	Q09596
Q24368	O60264
Q5MIZ7	Q8MSW1	P40164
P62805	P62784	P84040	P62806	P02309
Q9VS37	Q96RK4	Q19294	P38042
Q9VB22	Q09485
Q9VNS2	Q5VUJ5
P81900	P07278	P31321	P30625	P31324
Q9VD99	P97474	P53547	O43711
Q9VRQ2	Q9NGT3	Q13257	P40958
O43490	P82295
P47145	Q86B55	Q9Y4D2	H2KY93
Q8TAM2	Q7KJA9
Q9Y6N1	Q9VMQ6	P19516
Q86XT4	O16682
Q9BHL4	Q9VRV6
O14764	G5ECN1
Q9UKJ0	Q2YFS2
P07585	Q9VR83
Q9Y5P6	Q8BTZ7	Q8SXU3
P53680	Q9VCF4	P47064
Q15363	Q9VYT6	Q12450	O44738
Q99KY4	Q08217	Q20483	O75716	A1ZBC4
Q8N344	Q8CFE3	Q9VNF6	P91437
Q6P4E2	Q9VAW5	P25567
P14868	Q99MN1	Q95ZQ3	P25345	Q9V434
P70396	Q9XW88	Q9VFQ3	Q92988
O75306	Q9V4E0
P62829	P48158	P62830	P48159
P16444	Q9VJ94
P31374	Q7KV88	P97820	Q92918
Q93899	Q62424	Q00444
Q07930	P34648	Q8TAD8	Q9W5Q1
P20153	P48443	P19785
Q21038	Q9P232	Q9GPP7
Q62432	Q9TZQ2	P84022
Q9VV75	P22695	P07257	G5EDD1
Q9VHW6	O43709	Q18257
Q7K4Q5	P38089
Q9H8E8	Q9VJ73
Q8TE12	A1ZA47	G5EC72
P50275	G5ED58	O43663	Q9VZ61	Q99K43
O45781	Q15056	Q9VTH9
H2KYX3	Q9VFU8	P15311	P26040
Q9P2P6	P46863
Q9BLB6	Q9VR52	Q08963	O35381
Q07021	Q7JXC4	O35658	Q21018
Q9UBQ0	Q9VPX5	P38759
Q9W1V7	Q9NRM2	Q20448
O35129	P35232	P40961	Q0E924	Q9BKU4
P36537	Q9VMG1	H2L0C9
Q23639	P53202	Q93034	Q24311
P04950	P90745	P70658
Q9VGF7	Q06143
Q9VIB1	H2L069
Q03111	P53930	Q9VLL1	Q9NF15
Q9QWL7	Q13515	Q21065
P11169	Q9VU17	P32465
O15234	G5EDE4
P39517	Q9V3C0
Q13185	Q61686	P05205
Q9ULT8	Q9VTB0
P11103	Q9Y6F1	P35875
Q9VA37	P90994	Q99497	Q99LX0
Q9XXI4	Q96B67	Q8SYU5
P39933	Q9VBN9	Q9UL58
Q0IGU7	Q20941
P17139	Q96A84	Q9VTR6
P09467	G5EBJ7	Q9VIS3	P09201
Q9VR54	Q9Y2K6	P39967	H2L010
Q01842	O01519
O75844	P47154
O75127	Q9VRJ7
Q18786	Q06217	P62316	Q9VI10
O43615	Q95U00	O02161	Q01852
Q04311	P34511	Q9H8Y5	Q80UU1
G5EEK2	Q9W1R3	O15230	Q91VW5
O15131	O76521	Q22560	Q02821
Q3TXS7	Q18115	Q9V3P6	Q99460
Q05783	Q8BU11	P11632	Q8T3B9
G5EFG9	Q12186	Q8IH06	Q9R226
P21283	Q9V7N5-2	Q99L60	P31412
G5EEA1	P08018	Q8IR79	O43353
Q15631	Q7JVK6
Q9VM22	Q8NI08	Q3Y409
Q08397	P28301
Q9VJ29	Q9C0B7	Q12751
P40925	Q9VKX2	Q9UAV5
Q9HAN9	Q9VC03	P53204
Q9Y2J0	O16700
Q19207	P12683
Q8IZH2	Q9VM71	Q9U299	P22147
P18242	G5EEI4	Q9VEK5
Q4A1S8	P08559
P09180	P36578	O02056	P10664
P25374	Q9Y697	Q9VKD3
Q10051	P36130	O44382	Q6Q0C0
Q9BQW3	Q93705
Q24592	P70424	Q05397
O88574	O75446	Q9VXB3
O96435	G5EGK5	P04627	Q8IWU2
P61619	Q8STG9	P32915
P48603	P13517	P47756	P34686
Q09163	P41990
Q8IUZ0	Q9CZ62	O16366	Q9VEK8
Q9VRQ4	O95573	P47912
Q9Y6J9	P49847	P53040
Q91V92	P53585
P40956	O18181	Q9JLQ2	Q9VPU3	O43150
Q03157	P14599	Q06481	Q10651
P25635	G5EF68	O14775
Q15398	Q7K1T1
Q9NRF8	Q9VUL1	P38627
Q17820	Q06624	Q9VG70
Q9NYA1	Q8CI15	Q06147	Q9TZI1	Q9VYY8
Q9H0I2	Q6NMT8
Q8NE31	Q0E938
Q14191	Q7YZ98	Q12099
Q9Y230	Q12464	Q9V3K3	O17607
O95837	P20354-2	Q9DC51	P10823	Q9XTB2
Q9BX70	Q9W4L5
P63034	P39993	P34512
O95264	Q9VL79	Q9N517
Q96M29	Q9V3M9
Q9VEJ4	Q8IWF7	P15731
P04085	Q9BLX1	Q9N413
P30049	Q9W2X6	Q09544
Q9VQY9	P40359	Q9Y248	O62193
Q8BKC5	P40069	Q9VN44	Q9N5V3
P15121	Q22352	P14065	Q8T492
O16000	P39926	P70452	Q24547	Q16623
Q9Z2W1	Q03306	P15735	P13677
Q03941	Q8WVC6	Q9VRP4
G5EGT6	P05181	Q9VRM7
O14802	P04050	P08775	P91875	G5ED21
Q15370	O44226	G5ECR7
P46415	O45687	P28625
Q7JMS4	Q9NQC7	Q80TQ2
Q8WWZ7	Q9W0C5	P43569
Q9VHE0	Q9XVD1
Q21187	Q95V55	Q9R1E0	Q92949
P27987	Q7TS72	Q9VYE6
Q06559	Q53G83	P48152	P05750
Q8NEK8	A1Z743
Q06704	P15215	Q5VY43	Q9CW79	Q21313
P55769	P29453
Q12417	Q9VPR4
Q13207	O02073
Q96LZ3	P84075	Q9VBL2
P36421	P54577	A1Z7K8	G5ED95
P82932	Q9VZD5
Q7JNM3	P19538	Q8TF39
O75376	Q60974	Q8T9N4	O61907
Q05209	Q9VJ95	Q20402
Q9VQ93	Q9H4A6	Q06385
Q9TVI0	Q8MXV7	Q61625
Q13895	P51406	P38333
P18872	P49703	P40946	Q23445	P38116
Q9XX14	Q4FJP3	P13856	Q962I2
Q9V4E6	P01137	G5EBY8
P78527	P35169	Q70PP2	Q62388
O15460	Q9VA61
Q8TDD1	Q61655	P24783
Q9P244	P90920	P08953
O44782	Q9VSD3	P40075	Q9P0L0
Q9V629	O77932	P53063
Q9NRF9	Q92317	Q9VJQ5	O45550
O43303	Q7TSH4
P50172	Q13268	Q02207	Q19890
P40498	Q68CQ4	Q9W1G1
Q9P212	P51432	P25455
Q9VCE9	P53929
Q86UP9	Q4KL25
P05387	P05389	O01504	P02400
