Q9D1H6	Q9P032
B5DEX8	Q9H8S9	Q8BSU7
Q9BTA9	F1LW69	Q924H7
O75190	Q6AYU3	O35723
Q9ER24	P28658	Q9UBB4
Q4PJX1	D3ZV63	Q5SWX8
F1M1G2	Q5VSG8	Q6P1J0
E9QK53	P10721
A0A0C3SFZ4	D3ZEH4	Q08623
G3V6A6	Q9CQD4	Q7LBR1
D3ZMM2	Q6NS57	O60336
Q9HAR2	Q80ZF8
Q9D269	Q8K5A3	Q9H112
Q6XPS3	Q80TZ3
Q9UKD2	F1LTU4	Q9D0I8
Q6UVY6	P14925	P97467
Q8WWH5	A0A0G2K700	Q9ESX5
E9Q7E8	P35590	Q498D6
Q9HBR0	E9PT23	Q5I012
D4A238	Q14D33
Q7Z333	Q6ZQJ5	D4AEB3
A0A087WRN8	D3ZJY8	Q3SXP7
Q810B3	A0A0G2JSK6
P04638	P09813	P02652
Q9NRR4	Q5HZJ0	E9PTR3
Q66HD2	Q96NJ5
Q8BJW5	A0A0G2K1A9	Q9H8H0
Q5XHZ6	Q920Q8	Q9NR64
P28482	Q63454	P47811
Q2M1Z3	F1M6X7	Q62172
B2DD29	F8VPT7	Q7KZI7
Q9DCT2	D3ZG43	O75489
Q5EC55	P49000	P03971
P07900	P82995	P08113
Q9BYI3	D4AE31	Q6P9N1
A0A0R4J1S2	F1LTJ8	Q6NWY9
P0C6P7	Q9Z2G1	Q9UK73
D3ZPR2	Q6ZNC4	E9Q5N9
P21213	P35492	P42357
P48750	P01587	P04141
D3ZRA8	O35690	Q15699
P0C7N0	E9Q1R6	Q9Y3V2
Q9JLN9	Q9Y4A5
P02778	P48973	P17515
Q4FZS9	Q91WD1	P05423
O35245	Q6IQ26	D3ZCW6
G3V8M2	Q8C5Q4	P52597
O75167	Q2M3X8
Q96DU7	P42335	B2RXC2
Q8R1K4	Q64565	Q9BYV1
Q61151	A0A0G2JTA1	Q16537
Q5TA50	Q5XIS2	Q8BS40
Q9UBF6	Q498D8
Q91V24	A0A0G2K1Q8	Q8IZY2
Q5T215	D3ZEX3	Q4KL14
A0A096MIW0	O54693	Q92838
Q96DX4	D3ZXK7	Q5XPI3
Q9DCK3	Q568Y5	Q96FV3
Q9UBB5	F7EY92
Q15468	A0A0G2KB96	A2AD39
Q6P1E1	Q6AZ28	Q8N2W9
Q9D9W6	D3ZKT6	Q8IXS0
A2A7F4	D3ZJX1	Q13129
P07936	P06837	P17677
Q3UGZ9	Q8WX98
B2RYC3	Q8R3C1	Q9NWW7
Q8WUB2	Q5U1Y9	Q9DB54
Q5JPB4	A0A0G2K2M9	Q8BTI8
B2RYF1	Q8BKR5	O75864
Q8C0S1	Q5U2P0	Q8TF46
Q6UE05	D3ZKV0	Q6UJB9
Q86Y78	D3ZTT2	Q8BPP5
M0R887	Q8R0L1	Q9ULZ2
P23409	A0JPK9	P10085
Q8CEG5	B4F770	Q9BUN5
Q9D4G9	D3ZHX4	Q9H9A7
Q8BIG4	B2RZ28	Q9NVF7
Q9NP77	Q4KLK9	Q9CY97
Q13435	D3ZMS1	Q3UJB0
Q4FZR5	Q5EE38	Q96AP0
Q9Z0F3	Q99M66	Q9HD36
Q9UI43	D3ZGI8	Q9DBE9
Q80X98	Q8IY37
Q9CZG9	D3Z8K0	Q5EBL8
Q8K0H5	B4F7B2	Q12962
Q9P1U1	P60713	Q8BFZ3
Q641Z5	Q9CQG1	Q8WUX2
Q61488	Q14623
Q08326	Q91X96	P47224
E9QJU6	Q9UNA4	D3ZRU9
Q9BRX8	Q6AXX6	Q9CYH2
Q9ULY5	G3V7B4	Q9R0Q8
T1NXB5	Q4QQR8	Q8IW00
P12749	P61255	Q9UNX3
Q99757	R4GNK3	P97493
P80313	Q3MHS9	Q99832
P05197	P58252	Q7Z2Z2
Q9JJS7	M0R834
Q9H410	Q4V7C0	Q9CYC5
Q9H665	D4A4X3	Q3U4N7
O95967	Q8K4G1	F1LRT0
Q68FU1	Q91WB4	Q96S99
A1KZ92	Q3V1M1
Q96QV1	D3ZGL3	Q7TN16
Q8IW41	O08605	A0A0G2K366
P53610	Q8K2I1	P53611
O35424	P79483
Q9P2D1	P40201	D4AAG9
Q6F3F9	Q8IZF6
Q6IMY8	Q8VEK3	Q00839
M0R4P9	P62257	P62256
Q9UPV0	M0R9A9	A0A1L1SSA4
D4AAI1	P61953	P63211
B0BNN4	P35442	Q2VWQ2
Q8NBJ4	Q91XA2	D3ZW58
O43150	F1LM60	Q4LDD4
Q8C7N7	Q8WW43	A0A0G2K6H8
B1PLB1	Q64314	P28906
D4A7D6	Q67FY2	O00512
P62495	Q5U2Q7	Q8BWY3
Q86TI0	D3ZSY8	Q8BHL3
Q9BXL5	Q6AZ54	Q9ERZ0
Q96C74	D3ZJ62	Q9EQ00
P39748	Q9QZ11	Q5XIP6
Q3UF25	Q7TSW6	Q86TL2
Q5TDH0	A2ADY9
P04040	P04762	P24270
F1LRJ6	P52431
Q13867	A1A5L1	Q8R016
Q91WM3	B0BND5	O43818
Q8BFW3	D3ZP67	Q5SWA1
P56565	P04631	P25815
P62195	P46471	P62193
Q62077	A0A0G2JZ43	Q00722
Q8CBY3	A0A0G2JV99	O60318
Q4KM91	Q9D0M2	Q9BWT1
P02511	P23928	P23927
Q60680	Q8TD19	D3Z9J7
D3ZU70	Q9CQ04	Q6N063
P0DP25	E0CXZ2	O88751
Q99624	G3UVW3	F1LRY2
D4A333	Q0HA38	Q7Z4L5
B5DFL5	Q02614	Q9UHR5
F1LVY9	S4R2K0	Q9HBH1
Q9D3V6	Q64598	P0C5Z0
Q6ZMJ2	G3V801	P30204
Q8K3Q4	P11277	D3ZCV0
Q642B1	Q8N831	O88852
O88878	Q6DGF4	Q6FIF0
Q8K3M5	Q9BTV7	F1LUR9
Q06335	P08592
Q5U2X4	Q9H4B8
P62242	M0R7Q5	P62241
P61621	P61620	P61619
Q9H672	Q8VBX0
Q9UPY3	F8VQ54	G3V6W5
P62313	P62312	D4AAT4
Q9D513	B0BMX9	Q8N635
Q9Y450	Q149F3	A0A096MJE3
O75578	A0A0G2JVZ6
Q32M84	Q6AXU1	E9Q173
Q8VHI3	D3ZUN5	Q9Y2G5
Q6PGN9	Q3KR66	Q9D0P7
Q9JHA8	Q6MG64	Q9Y334
Q96JB8	Q62696	Q921G9
P20264	G3V6U5	P31360
B5DEX9	Q8NFD5	Q62431
O35430	O88601
Q5TBA9	E9PTY6	Q9CS05
P15429	P21550	P13929
P35283	P57735	P62494
P24452	B7Z9A0
O43482	A0A0G2K615	A2AQ14
Q8R1M0	Q96FZ2
Q63494	Q8VD73	Q8NHP1
Q6ZS17	Q7TP54
Q8BHC9	P22083
Q61644	G3V9N7	Q9BY11
Q52KE7	O60583
A0A087WRR7	Q15928
G3X9W6	B0BN36	Q9NVD3
P48721	Q61699
Q6FI81	Q5XID1	Q8WTY4
Q9UBP6	M0R637	Q9Z120
Q7Z403	Q7TN60	F1LRQ5
Q9NP71	A2VCV8	A2BFB0
O75146	A0A1L1SRI1	D3ZA84
F6VZ99	Q499U6	Q8WV22
D4AE85	Q8C5G2	Q7L8A9
P62916	P62915	Q92994
P14602	P04792
Q9D7E3	Q8WZ82
Q61790	Q5BK54	P18627
Q8CEC0	O08658	Q99567
D4A5Y0	Q9D2E9	Q8WZ59
Q13454	Q6AY49	Q8BTV1
P24807	Q07490	P25063
P35125	E9PUE2
Q91W45	Q9BPZ3
Q6MFY8	Q3UWA4	Q6P9F5
P34998	Q02644	Q5IXF8
P33533	P30872	P33534
P55288	P32926
A2A5N3	Q96DU9
Q8BLX4	D3ZWW0	Q96A29
Q15047	O54864	Q6MG72
Q8CC70	Q68FQ4	Q9BRQ4
Q3MII6	A2ABG4	B1WBS1
Q8K2W9	D4AB71	Q9H972
P0C7P0	D3ZV37	B1AR13
Q924K1	Q5FWY5	Q9NZN9
Q6WKZ4	Q8R361	D3ZD48
Q925N6	Q19LI2	P04217
Q5U2R1	Q33DR2	Q86YH6
Q499X9	D3Z941	P56192
Q13433	D4A517	Q6P5F6
Q9Y5W3	Q9EPW2	Q5FVT6
P05132	D4AE24
O14492	D4ABY6	O09039
Q96Q80	A0A0G2JTX9	Q9D8K3
Q9HB75	Q3KRC6
O14639	B2B9B0	O54785
D3ZAF6	P56135	P56134
D3ZWI8	Q9QYI7	Q8NHS0
P57775	D4A2V7	Q9JMJ2
Q9UDY2	E9Q9R9	D4A3K3
M0R715	Q3TRM4	Q8IY17
Q6Y7W8	Q6Y7W6	D3ZQJ3
A0A0G2JV67	Q3V036	Q2M243
Q5U4P2	D3ZWE1	Q2TA57
Q9Y6R0	D3ZAR1
Q8BX17	D3ZGD0	Q8TEQ6
Q9UBL9	Q9Z257
Q65CL1	D4A739	Q9UBT7
O76095	O88823	O88824
Q4VAA2	Q9UKY7
D3ZI89	Q9UHI5	Q50E62
P21695	O35077	P13707
P13832	P27482	Q6ZWQ9
D3ZBQ1	A8MYZ6	Q9WVH3
Q63540	P54254	P0C7T5
D4A4K6	Q60598	O76041
Q495M9	Q8K3X6	M0RBX2
Q7TP99	O60306	Q8R151
D4AAK5	Q8BYT6	Q8IWZ3
F1LX74	Q9NX61	Q8C2L6
B0BN57	Q8BFY7	Q9BSJ6
Q58A45	D4ADM2	Q640Q5
Q80WQ4	D3ZQW3	Q9P272
A0A1W2P7X0	D3ZSL2	Q9P1F3
Q4G0P3	A0A0G2JXD6	Q80W93
Q8IZ07	D3ZMJ4	Q80UP5
Q68FF6	A0A0G2JZ83	Q9Y2X7
P50543	P62819	P33764
Q14296	Q91YM4	Q68FN9
A0A0R4J044	P61980	Q15365
Q498U3	Q91XD8
P43116	P43252	P43118
Q9H633	Q6MFZ6	Q8R040
B9EI85	P49450
A0AV02	P59158	F1LNP4
Q96CB8	A0A0H2UHJ4	Q9D168
Q9CYK1	F1M8H2	Q9UGM6
P22366	Q6Y1S1	Q99836
P23284	D4AEG3
Q8N8E3	D4ABV2	Q5PR68
Q5XIH2	Q9D7I0	Q8N114
Q71UI9	Q9QZQ8	Q02874
A1L1L6	Q8BG51	Q8IXI2
A0A0G2KB87	D3YWB3	Q7Z404
Q4V7D3	Q7TQE6	Q8N5G2
Q91ZX6	D3ZF42	Q96HI0
Q8WVY7	A0A0H2UHC8	Q8BGR9
Q9DC70	Q5RJN0	O75251
Q8BWC6	Q14847	A0A096MK15
Q5T4F7	Q8C4U3	F1LLX7
P97434	A0A0G2K1P8	Q9H2D6
Q62915	Q13555	Q8BW96
Q4KM64	Q5XKN4	Q8N5M9
D4A055	Q8R0S4	B3KXG1
Q07699	Q8BHK2	Q00954
Q9H9C5	Q6P8X6	D4A251
D3ZPG6	Q13309	Q8BH16
Q6WN19	O70622	O75298
Q9NPD3	F1LSX7	Q921I9
A2AQ17	F1LWG4	Q9Y375
Q9D122	Q9BYQ6
F1LYZ8	Q3TDD9	Q6ZMI0
B5DEQ0	Q9CPW5	P43308
Q75QN2	D3ZLQ6	Q80V86
P23785	Q3U9N4
Q3U319	O75150	D3ZYQ9
E9QMN8	A0A0H2UHA7	Q16348
Q5VZV1	D3ZJG1	Q8R1C6
E9Q921	A0A0G2K1Y7	P51825
O35437	Q498R2	O43680
P62832	P62830	P62829
D4ACP1	Q9DAP0	Q86X45
A0A0H2UHJ9	Q149T7	Q96MI6
Q5DW34	E9PTT0	Q9BXX2
D3ZUD9	Q8K174	Q9H2L4
O95490	Q568Y7	Q8BM13
P38432	E9PTJ1	E9Q284
Q9JKC0	O00175
Q8BID6	A0A0G2JY41
P06401	Q00175	E9PT44
Q8BVG8	D3ZI74	Q8WUY8
Q9Y328	Q3KR51	P47759
Q63HN8	F1M0R1	E9Q555
G3XA30	Q8N140
Q7TSF9	Q8N1G1
Q8TBY8	F1M8J2	Q9WVQ0
D3ZPN6	Q9R007	Q9NY25
D4A911	P13366	Q9UKR3
Q8BL95	Q5U3Z0	P57076
F1LM46	P30556	Q0VDU3
Q13614	Q9Z2D1	D3ZQH5
D4ADR7	Q9D1E4	A8MQ03
M0R7U6	Q8BLS7	Q2M3V2
Q8K441	Q86UQ4
Q9D0D5	G3V992	P29083
Q92772	Q66HE7	Q8BLF2
P97376	D3ZZK8	Q14331
Q8BRG8	Q68FR5	Q96SK2
A0A0R4J0Q9	Q3T1G7	P83436
Q3KQW8	Q80Y50	Q9Y6Y1
Q93008	G3UWR8
P20280	O09167	P46778
P45973	B2RYU7	Q61686
Q9JMF3	G3V8Y0	Q9P2W3
Q9QZD9	Q9Y3F4
A2AH22	F1LNQ2	Q9C0C7
Q3TJ91	A0A0G2JU05	Q6P1M3
A0A0G2KAX0	Q5SSW2	Q14997
Q8K039	Q5RKH3	Q96AT1
D3ZTN5	Q3UF64	Q96EX2
Q9CPY6	F7ES04	Q8IVV7
A0A0H2UHC9	P78383	Q922Q5
Q60860	G3V6E6	Q16873
Q86WU2	F1M9Q8	A2AL50
M0R4J2	Q8K448	O95477
Q9Y3D9	D3ZIN7	Q8VE22
P69682	Q9CR95	Q9NVZ3
A0A0G2K139	Q6ZQ73	O75155
Q9H305	Q5U2U6	Q9DB75
H3BJT4	P10037	Q9UKI9
Q61751	Q16587
A3QPB9	Q9ES17	Q9HBE4
D4A723	Q8BG47	Q8N8N0
Q8NBN7	Q9QYF1	D3ZBC7
P42574	Q99M88	P29452
Q96A23	P59108	D3ZGN2
Q8WZA0	Q5PQN7	Q8K3C3
O88430	Q5I0L5	O00626
Q9BZC1	Q4QQT3
P67984	Q6PDV8	P35268
D3ZFM2	Q8BND3	Q9NRJ4
D3ZIM7	Q8N128
Q99708	Q80YR6	B1WC58
Q8BGS0	Q5EB56	Q9BXY0
G3V6Z1	Q5SPW0	Q9P1Q0
Q80XQ2	D4AEG7	Q9NVG8
P46735	Q9ULV0	F1LNF0
P97478	G3V879	Q99807
D4A1K5	A0A024R5S0
Q6P2K3	F1M8H3	Q6ZVT6
G3V8D1	P35548	P13297
O60292	A0A0G2JSL4	Q5SVL6
D3YZI9	D3ZSZ4	Q8N414
P61313	P61314	Q9CZM2
P50745	Q9JID9	Q9UQQ2
P45381	Q5M876
P54868	Q68G44	P54869
Q9Y5Y6	Q8VHK8
O60346	G3V7I7	A0A0R4J0W6
Q9Y233	Q01063
A0A0H2UHZ9	P70224	Q9UG22
A0A0G2K2J0	Q3TTP0	Q8NEM2
P01868	B9A064
D3ZAL8	Q6NUI6	Q8BZ81
O08628	Q8BNJ6	O14786
Q15652	Q61645	M0RDF1
Q96G01	D4ADZ2	Q8BR07
D4A1X2	P56960	Q01780
O08918	D4A5E4	P51959
Q6EIG7	D3ZD31
P11233	Q5BJQ5
Q13237	E9PUP0	R9PXX7
Q99MF4	Q64385	P26992
O43525	A0A0G2K666	P97414
A0A0G2JXB0	Q8C456	O95876
O54772	Q99JR8	Q92925
Q9Y5L2	A0A0G2JX33	Q9JLS0
Q6NUQ1	D4A4T6	Q8BZ36
Q99KV1	Q4QR73
Q9D4J7	Q8IWS0
Q05BA5	Q15788
Q80YT9	D3ZQ24	P57052
Q922S4	Q9QYJ6	P54750
Q03113	D3ZSS5	P08752
Q8NEW0	Q8BJM5	Q5BJM8
Q96SL8	D3ZP93	Q9WTJ4
Q8C0Y0	A0A0G2JV26	Q6NUP7
P59999	B2RZ72	P59998
Q8NHP8	Q4QQW8	Q3TCN2
Q68FG3	M0R8V7	Q68D10
Q8C886	D3Z815
Q91WD5	Q641Y2	O75306
M0RCX9	Q9JJV3	Q8WXS4
Q92876	Q8CGR6	O54854
P23506	D4A629	Q6PIM4
P20138	A0A0G2JVW0	A0A1L1SSS3
P78414	B2RQ30	D3ZUL2
B5DFH5	O75771	O35719
Q9H8Y5	Q66H85	J3KMQ5
Q9UBC0	P53565
Q99835	G3V954	Q8BKS3
Q9BVA0	B1H284
P24941	P49615
D4AAL2	Q6DFV1	Q86XI2
Q6P7R3	Q96A70	O35484
Q9JIS5	Q8N4V2	Q02563
Q9JM95	Q6ZXY0	Q969X2
Q5TCQ9	A0A0G2K1M2
D4A6E4	Q8C9X6	Q9H2F5
Q0VF55	Q16720	Q5PQW5
Q9Y5Y5	A0A0G2JWT6	Q91XC9
Q6NXP2	F1LR05	B2RXB0
Q9C098	Q9JLM8
O14579	G3V8Q1	O89079
P07477	F1MA37	Q99L44
F1M3D2	Q08274	Q09019
G3V727	Q9Y6V7	Q9CWX9
Q9CSN1	Q13573
F1LX91	G3UYX5	Q8NE09
G3V619	Q9D8Z1	Q8N9N2
Q7RTP6	E9QP49	D3ZEN0
O43822	Q5RKG5	Q8C6G1
Q9UBX0	D4AEG9	Q61658
Q8N961	B2RYD9	Q7TQI7
Q9CY57	M0RDD7	Q9Y3Y2
P62301	M0RCY2	P62277
Q91XT4	D3ZN76
Q80U30	A0A0G2KA14	Q2KHT3
Q99707	G3V8A4	A6H5Y3
Q9UPS8	A0A0R4J0S7	A0A0G2KA76
Q9Y575	F1M9V9	Q8VHS6
E9Q1Z0	Q03252
E9Q3L6	A0A0G2K1J3	Q53FE4
Q9CQN7	Q5BJX1	Q8IXM3
F1LS35	Q3UH45	O15040
Q9BXI2	Q99ML6
Q6YDN8	Q9D7M1	Q9NWU2
O88801	Q99JP6
Q9UBU9	D3Z8R9	Q4ZGD9
Q495A1	D3ZTQ2	A0A0B4J1G6
A2A9M4	Q96HP0
Q86SR1	Q8K1B9	A1A5P1
Q6J4T4	Q9ERG0	Q9UHB6
A3KMP2	D4ACL2	Q5R3I4
B5DEG8	Q3U2P1	P53992
Q8R3K3	D4A9I4	Q8WV60
Q5VWI1	D3ZJ92
Q8R0S2	A0A0G2K0A0
O00231	P61202	P61203
Q8BU34	Q13200	G3V8B6
D3ZS55	Q3UPR9	Q8IVN8
Q5RL57	A0A0G2K9Y9	Q9ULX6
Q80SS5	P05014
O75478	D3Z4Z0	Q6AYE3
M0RCK7	P46091	P97468
P55066	Q5R1X6	O60449
F1M7Q5	O08739	Q01432
Q9NUB1	Q499N5	Q8VCW8
Q15735	A0A0G2K5K7	Q8C5L6
Q6P9Q6	D4AE06	Q5T1M5
Q92995	D3ZDI9	Q5BKP2
Q5TA45	F1M365	A0A0R4J0J5
Q86SQ6	Q7TT36	A0A0G2K4I3
Q9JM47	P34057	P35243
Q12836	M0R4S4	O08523
B2GV82	Q8JZX3	Q9BQ87
A0A0G2JXD9	Q3UHQ6	Q9Y3R5
Q6IN85	D4ABC4	Q6P2K6
O15195	D3Z8F1	Q99LB4
A1L1K6	Q8R2T8	Q9NXK9
Q9BXL7	D4A425	P58660
Q8IUN9	A9XX86
Q15149	D4A5T8	G5E898
A2A935	A0A096MJ70	Q01101
Q6P9N8	P54256	O60296
P50548	B4F7D4	P41969
O94760	Q6MG60	Q99LD8
O60812	E9PTI6	Q9Z204
P46933	Q8R1C9	Q92870
P48544	P48545	G3V9M7
Q96RD7	P60570	Q9JIP4
A0A0G2JXY7	Q9CQE0
Q7Z591	D3ZLV5	Q80VW7
Q15054	F6T1W7	Q8BH76
P42694	A0A0B4J1E3	D4ADC2
F1LN65	Q96BN8	Q3TVP5
A0A0G2K419	Q8VCS6	Q9NWA0
B1AXP6	Q8N4H5
Q96F44	Q99PQ2	Q9WV59
O54709	Q13241
A0A0G2JTK6	Q5UAK0	Q8N344
Q96CX2	D4A827	E0CZ26
P31269	P09024	D3ZP88
Q709F0	B1WC61	D3Z7X0
Q15596	O35800	O08785
Q9DBG9	Q4QQV1	O14907
Q86VD7	Q5HZE0
Q8VEL0	Q9UJG1
Q6IE21	D4A7M3	Q5T2D3
Q9Z0V8	O35092	Q99595
D4A553	Q4VA36	Q86UT8
Q9R0N3	Q9BT88	Q925B5
Q03164	D4A9J4	D3YXI6
Q6NSR8	Q8NDH3	Q68FS4
Q920G8	Q9NYZ2	D3ZSN7
Q496Z0	Q91WG4	Q6IA86
P60894	P60895	P60893
M0R971	Q86XS8	Q5DTZ6
Q9Y2I1	B4F7D6
Q9HCF6	Q7TN37	F1M7G0
O60784	P70297	Q5XI21
Q99K46	D3ZBB7	Q9Y6I4
Q9Z1R3	P14630	O95445
Q6AXQ3	O89100	O43639
P08541	Q62452	P22310
P56741	Q3TZL3	O75147
Q9NYG2	Q9D6H5	Q2TGJ5
Q9R1X5	O15440	Q5FVL8
P54198	D4AAI9	Q921C3
P09416	O08789
Q969Q1	Q9ERP3	Q91ZY8
Q9NS18	Q6AXW1	Q923X4
D4A3I1	Q7TS55	Q9UNG2
Q9QX82	Q9R0L9	Q04900
Q9Z2L0	P21796	Q60931
Q6P1I3	D3ZH50	Q96MD2
A0A0R4J1Z2	D3ZL52	Q6ICB4
Q68FU3	Q9DCW4	P38117
Q9ESW8	Q76IC5	Q9NXJ5
Q6MG49	Q9Z1R2	F6VEM6
O70131	P70617	Q92982
Q7Z7G8	A0A0G2JYX0	Q5H8C4
Q5U5V2	D3ZUX1	A2RU49
M0QWH9	O95727	D3ZLP3
P81408	A0A0G2K3C3	Q5HZJ5
Q9H1E3	Q9EPJ0	Q80XU3
Q8BMD7	A0A096MK24	Q8TE76
D4ACT8	Q91XX2	O95206
A0A0G2K7C9	D2J0Y4	Q96M02
Q86YQ8	F1M0Z3
Q9BTB7	D4ABT8	Q8BIQ7
Q922D8	P11586	D3ZUA0
E9QPX3	Q5XIF3	O43181
Q5PQZ9	Q9CQ54	O95298
Q6AY90	Q91WE2	Q9GZU8
P50539	A0A096MJ60	Q80US8
F6TQD1	A0A0G2JYP9	Q495C1
Q4KLI4	Q9D0W5	Q9Y3C6
D3ZW15	Q01405
Q9CZW2	Q5U2W4	Q96H22
Q9CXC9	A0A0G2JX95
Q9JI24	A0A0R4J1N5	Q13007
Q7L1T6	Q6AY12	Q3TDX8
Q91ZJ0	Q4KM32	Q96NY9
Q96HE7	Q8R4A1	Q8R180
P58355	D4ADC6	Q9UMX9
Q7TNR6	M0RAS4	Q96ID5
Q8CDC0	P08697	A0A0G2JZ73
A0A0G2JW79	P97378	Q99650
Q9Z2F2	Q71UE8	P0CG48
A6NFD8	Q9DBX7
O14494	F1LR11	Q61469
Q14332	Q8K4C8
O88436	P32115	P23759
F8WG83	L7N480	Q8NEG0
P49757	O08919	Q5PQS4
G5E8E3	A0JPQ7	Q8N9M1
Q9Y5H5	Q91XY3
E9PSK5	Q8N2N5	E9QMP6
P01222	P18427
E9PTG1	Q04692	Q9ULG1
Q8BHB4	Q9UKB1
P04117	P55054	P15090
P47962	P09895	P46777
Z4YJE9	Q9BXR0
Q8TCU3	Q5RKI7	Q91WN3
Q8CJF2	P56593	P24462
P30622	B9EHT4	P28023
Q9DCA5	G3V8B4	Q9NUW4
P36383	Q8K4Q9
Q9ES18	Q00939	O43638
Q6PKG0	Q66HM7	Q05CL8
Q9UBK2	Q8VHJ7	D3ZRG8
Q9UHJ3	D3ZWK4	Q8BLB7
F8VPQ1	Q8IZD9	F1LPG2
O14522	P49446
G3V6J4	Q9D3P9	P30990
O00754	D4A4J3	Q8BRK9
D3ZQG0	Q5ND52	Q9HC36
Q9Y4B4	A0A0G2JXZ3	Q61687
Q8VEJ1	B1WBZ7	Q9H9Y4
Q6TUF2	Q8BQU3	Q9NRP4
P56703	P21552
E9QJT3	D3ZV26	Q587I9
A0A0G2K8H8	Q07916	Q01860
P62760	P35332	P62761
E9QPD7	F1LP30	Q13085
Q3MHU2	P97477	Q96GD4
Q9NWU5	A0A0H2UHT3	Q8BU88
Q13507	A0A0G2K7J3
Q9NYQ7	A0A0G2K5L1
Q9NX08	B0K015	Q9CZG3
F6V035	F1LVF5	Q6ZUS6
Q6AYQ4	Q3UBX0	Q9BVC6
Q8TCY5	D4A897	Q9D159
Q9D1C1	D3ZUW6	O00762
A0A0R4J100	D4ACK0	Q9NQS5
O75380	D3ZCZ9	P52503
P48065	Q8VCS9	G3V6Q4
P14091	P16228	P06281
P03923	P03926	P03925
P22460	Q9Z0V1	G3V6L7
O60216	D4ADQ7	A2AU37
Q8TCG1	D3ZF50	Q8BWY9
Q96BR9	E9Q8X5	B1WBU4
A6X935	D3ZFH5
P54819	A0A0R4J093	Q9WUS0
Q05655	P68403	Q8K045
Q9D554	Q12874	Q5BJN8
Q7Z699	Q924S8	A0A096MJ78
Q7Z2K8	D3ZF21	Q8BWS5
Q3U2I3	Q8N612	M0R5L5
Q02357	Q8WXK1
P35400	P41180	Q68ED2
Q13616	A0A0G2JSP3	Q9WTX6
A0A140LI28	F1M276	Q96LP2
P32238	P56719	P56481
Q8TBB6	Q09143
O75582	P31750	A0A0G2JVM7
Q8BJG4	D3ZCN1
O15031	D3ZQ57	B2RXS4
Q8IXL6	I7LRF5	Q8CID3
F7CGC9	F1M2S2	Q6P3W2
Q00526	P30285	F1MA87
Q6DGF2	Q8CHU3	Q14677
Q6P3B9	A0A0G2K1B0	Q8N0V3
O60927	Q6MFY6	G3UZ30
Q9Y614	P86173	Q61275
P01738	Q6NSA0
Q9NZN1	Q9ERS7	A0A0H2UHL7
Q9QZU5	M0RC38	Q3LI76
A0A0A6YWS6	Q5M9G7	Q68CQ4
A0A0G2JVF3	O08850	P49802
Q8VDG5	D4A6X7	Q9HAB8
Q9H0V9	B0BNG3	Q9D0F3
Q8VIE4	Q61409
P12025	P63090	P21741
O00308	Q9CUN6	A0A0G2K612
Q9NP64	D3ZCQ7	Q9ESX4
P49419	D3ZCV5	Q571I9
Q9NTX5	Q6AYG5	Q3TLP5
P0C5J3	Q3UK10	Q9BPU9
E9Q557	Q9UPN3	F1LMV6
Q9R0P3	P10768
Q96NS5	B5DF17	Q9WV74
Q9HC57	O70280	Q9ESH5
G3X8Y3	D3ZD89	Q9BXJ9
Q571F8	A0A0H2UHL2	Q9UI32
Q8R413	Q9QXU7
Q5U4E8	Q3UID4
Q9BUL5	Q6AY75
Q6NSQ9	Q6AZ83	Q9BUM1
Q501W2	P41272	P26842
O00570	P40645	D3ZLD0
Q5EB61	P83510	Q7Z2Y5
Q07008	Q6DIB5	Q96GP6
Q04211	P50616
Q14980	F7FF45	E9Q7G0
F1M572	Q8BTY1	Q16773
Q460N5	F1LZ05	Q8CIE4
O94761	O09053	Q6AYJ1
Q9H999	D3ZUQ7	Q8R2W9
Q8BPS4	G3V799	Q86V85
Q9H2Y9	A0A0G2K992	Q8BGD4
Q505K2	Q66H54	Q05DH4
Q6URK8	Q6IMG9	Q6IMH0
O95544	F7EXV6	P58058
P55207	Q61839	P23582
Q6IMZ3	Q9CZI7	P04083
E9Q8U7	Q8TBJ4
Q9JJ79	A0A140LIJ4	Q0VDD8
Q4V891	Q9DBS8	Q8NA72
P10637	Q5M7W5	P11137
D4A4L5	Q9DCB8	Q86U28
Q91YP0	D3ZVS2	Q9H9P8
P40123	P52481	Q9CYT6
P78504	G3V7W6
P46781	M0RB65	Q6ZWN5
P63330	P67775	Q64620
P60981	P18760	Q7M0E3
P02679	F7FHP0	Q9R182
P15327	P16290
Q6NZY7	D3ZWQ6
D3ZU86	Q9D6J1	Q8N5B7
E9PV86	Q8IV61	F1M378
P28331	Q66HF1	Q91VD9
P24898	P05627	P17275
Q9UBT6	Q9JJN0	A0A0G2K4L7
O43157	D3ZDX5	Q9QZC2
Q92901	D4A9G1	E9PWZ3
D4A1K1	Q6NXY9	O15318
Q925I7	Q9EQX6	Q9NRA1
Q13319	P61810	P61809
Q9D0K2	B2GV06	P55809
Q6UWF3	F1LYV1	Q3UU41
D4ACM2	Q9Z1B5	Q13257
A0A0G2JWN9	Q7JJ13	Q92793
Q8BZB2	Q96CD2
Q96RQ1	Q9CQE7	F1LU48
Q5T2S8	D3ZXG2	B2RY50
Q5U2Y1	Q9JI57	P78347
Q9Y2E8	Q8BLV3
Q99969	Q5BK77	Q9DD06
Q9WUE4	D3ZPN1	Q8WTW4
O94777	M0R6Q6	Q9Z324
Q9GZU5	A2ARI4	G3V6J1
