Q8BRM8	Q9ULW5
B1WC29	Q8VE42	Q8WVL7
D4A425	P58660	Q9BWT7
D3ZV26	E9QJT3	Q587I9
P08637	G3V7M7	B1B0C7
Q68FS2	O88544	Q9BT78
G3V7L9	Q8R4U7	Q86V48
Q8N5Q1	F8WG83	L7N480
Q91VE6	Q5RJM0	Q9BYG3
G3V734	Q9CQ62	Q16698
O14967	D3ZFS2	P52194
Q6PCX7	D4A188	Q96B86
B5DEK8	Q8R1C3	Q96AW1
D4AA06	E9QAE4	Q96L73
Q2M1K6	Q8BZH0	Q96H72
A0A087WPF7	F1M388	Q8WXX7
Q810A1	Q642B9	P17022
Q9D9B0	B5DFG0	Q6NSX1
Q6GQT0	E9PSZ9	Q9UNH5
Q9BS18	D4A427	Q8R034
D3ZAW2	Q9UG56
Q96F83	Q5RJN9	Q8BHN9
Q9Y616	B2RYC8	Q8K4B2
D3ZKG3	A8Y5H7	Q92503
Q8N4N3	Q66HD2	Q8R124
P01042	O89098	D3ZCV2
Q96S79	P36860	Q5SSG5
B4F770	Q8CEG5	Q9BUN5
Q13761	A0A0G2K9V0	Q64131
P25425	F1LRD7	P14859
G3V670	Q9CPW9	Q6UB28
P11766	P12711	Q9QYY9
E5FYH1	Q8N9V7
D3ZES2	Q9D289	Q86SZ2
Q5XI04	P54116	P27105
Q497N6	Q6AY32	Q96MC4
Q66K64	D3ZFW6	Q6PFH3
Q8CDG1	D3ZRE1	Q8TC59
P27169	P55159	P52430
Q4G067	Q9CY73	Q9H9J2
Q5I0L4	Q9R060	P53384
E9Q9M9	F1M150	Q96G42
Q96GN5	Q4G059	Q922M5
Q9Y2E8	G3V756	Q8R4D1
Q9DBL9	Q6QA69	Q8WTS1
Q8BLY7	Q7M733	Q86YV9
F1M287	Q91Z69	Q7Z6B7
P58771	P09495	P67936
Q86XR7	D3ZXA5	Q8BJQ4
Q9NTN3	D3ZVG2	A0A0R4J181
F6VXB8	Q6FG55
P78417	Q8BXK9	Q9EPT8
Q8IZ08	Q7TQN7	Q7TQP2
Q924W7	D4A9H6	P78524
O70283	G3V7U3	Q9Y6F9
D3ZHT3	Z4YJL0	Q8TBE0
Q8VHP6	Q91XU7	Q96JP9
D3Z8Y9	Q8JZW8	Q9UL41
Q6AYU1	P60762	Q9UBU8
Q92750	F1LT11	G5E8Z2
P14148	B0K031	P18124
D3Z3C6	B1WC93	Q86XD8
G3V663	P53668	P53667
Q5BK58	Q8BHB8	P46094
Q8K1C9	Q5M9H1	Q15345
Q4JK59	D4AC33	Q6N021
Q9NT99	Q8BGT1	A0A0H2UHD5
Q8CFH6	A9CP04
Q9NP66	D3Z937	Q9DC33
P52164	P28574	P61244
A0A0G2K9S1	Q8VHQ2	O14512
Q9HD47	D3ZMP9	Q9JIB0
Q5I0H1	Q80XH2	Q17R60
D3Z863	Q8CI33	Q69YN2
Q7Z7F0	F1LM38	Q3TCX3
Q9ESJ4	D3ZWX4	Q9NZQ3
Q86XK7	Q4KLY3	A0A0B4J1E9
Q8ND61	D4AD91	Q8CDN1
H3BL40	A5PLK6
Q9H255	G3V8E6	Q8VBV9
A0A0G2JU92	P21995	Q6PCB8
Q4ADV7	D4A224	Q69ZJ7
Q9BTA9	F1LW69	Q924H7
Q00422	D4ACQ9	Q06546
Q6DFZ1	Q92538	F1M8X9
P49411	P85834	Q8BFR5
O43657	B0BN20	Q99L96
M0R582	Q9ERE3
A0A0G2KAP1	Q8R2E9	Q86YB8
Q5JQC9	F1LMR8	Q60662
Q9JKN1	Q5BJM8	Q8NEW0
Q6Q4G3	P15684	E9QJR0
Q8BM13	Q568Y7	O95897
Q8NFZ4	Q62889	Q69ZK9
P01747	R9PXR3	P01764
D3ZV32	A0A0R4J0F7	Q7LBE3
F1M9B3	Q6R6M4	E9PXY8
Q9JMC3	Q4QR73	Q8WW22
P50053	Q02974	E9Q1Q9
D3ZJN4	Q9WV72	A8MXQ7
Q9D4J3	D3ZFM7	Q8N8Z6
Q8CDV4	D3ZJ28
O43482	A0A0G2K615	A2AQ14
Q7TNB8	A0A0G2JZZ8	Q9Y2G9
Q8NFF5	D4A4P4	Q8R123
Q62711	Q8K3R3	Q9BRC7
Q8BLM0	D3ZGU0	O95600
A0A0R4J206	Q6AY59	O96007
Q02445	O54819	P10646
Q8VE94	Q5RKJ0	Q1W6H9
Q9H0K1	E9PSK5	F8VPT7
A0A0G2JXW5	Q8VBW5	Q8WY36
P31325	Q9DB30	P15735
Q9WTP2	D3ZJA3	Q9C004
Q9HAI6	D3ZRK2	Q9D3J9
Q9Z1E1	O08917	O75955
Q4QQV0	Q922F4	Q9BUF5
Q02846	V9GZ79	P52785
A0A140TA93	O15541	Q6PCN7
Q08AG7	D4A4N1	Q8BUR9
B2RYC6	Q8VD12	Q96PM9
Q4KLN5	E0CYE9	Q96KN8
Q6ZPQ6	F1LXD6	Q9BZ72
Q9ER69	D3ZPY0	Q15007
Q62141	B0BNJ0	O75182
Q8R456	Q9QXZ9	Q9UHM6
Q5VU43	A0A0G2K463	Q80YT7
D4A9T0	Q8VHK1	Q8WXE0
B2RZ41	G3X915	Q8IV50
Q99N11	D3ZC16	Q9NRW4
B9EHK9	F1LSK3	B0YJ81
D3ZBB7	P51784
G3UW77	D3ZFP7	Q1MX18
M0RA52	Q8R3R5	Q9H7F4
P25325	P11276	P04937
E9Q6W4	M0R3W4	Q8WUU4
Q9R0P5	P45592	P60981
Q9UER7	Q3UKR0
Q5W0V3	D4A3I5	Q8CDM8
P21283	Q5FVI6	Q9Z1G3
P62745	P62747	P62746
Q8IWT1	Q7M730	Q7M729
D3ZUV2	Q80SY4	Q86YT6
Q9BTC0	Q8C9B9	D3ZWL9
F1LPQ8	Q3U1C4	Q96T21
G3V887	Q9JHF5	Q13488
Q61735	P97829	Q08722
Q9Z2I7	Q8BFT9	Q8N4V2
G3V928	A0A0R4J0I9	Q07954
Q9CQX2	P04166	O43169
D3ZAN4	Q8CIA5	Q969S0
P09118	P25688
Q9BZC1	F1M6I9	Q7TSY6
Q8K1Z0	Q68FT1	O75208
P06213	T2CB11	P15208
Q9QZM9	Q6P5P4
P68510	P63104	P62260
P18283	A0A0G2K278	A0A0R4J111
Q6ZVD7	F1M4Y5	B2RQL2
Q9Y345	P58295	B2RQX9
D3ZQV3	Q8R003	Q9NUK0
Q9HB40	Q920A6	Q920A5
P61953	P63219	P61952
D3ZZE0	Q80Z37	Q9NS56
P00758	Q7TT42	Q5NV56
Q16549	Q62849	Q61139
Q6ZVZ8	D3ZU92	Q8VHA6
Q96FX2	D4A0Z4	Q8K0W9
P04631	P50114	P04271
Q6AYD4	Q925F2	Q96AP7
P63027	P63045	P63044
Q3UHU5	D4A5D4	Q5VU62
Q9D8C2	Q5FVL6	O95857
Q5PPL2	Q8BZJ7	Q6PH85
B2RZ53	Q8CAM5	O95755
P0C2N6	Q6Q783	Q86Y97
P21704	P49183	P24855
Q5HZY3	Q9WUP7	Q9Y5K5
Q9CQ19	D4ABY7	Q9NZT1
Q8BH97	I6L9G5	Q96D15
Q13875	Q63327	Q9D2P8
Q5FVQ1	A0A0A6YWR4	Q9Y228
Q8QZY9	Q6AYL5	Q15427
Q99719	A0A1W2P866	D3ZHG7
Q8IZP0	Q9QZM5	Q8CBW3
M0RCH0	Q9Z1Z2	Q9Y3F4
A2AD03	G3V607	P24386
E9PX29	A0A0G2K677	Q9H254
Q9NXW2	Q5FVC4	Q9QYI4
B5DF05	Q3U0S6	Q5U651
D3ZN15	Q8K3F7	Q8WUS8
O08848	D3ZRN5	P10155
P35711	F1M8W4	P35710
O15344	P82458	O70583
P60843	Q6P3V8
E9Q1A6	Q66H03	A1L162
B1WC59	Q9ES89	Q9UBQ6
D4AE17	Q9ESL4	Q9NYL2
Q5M887	Q3TIR1	A5PLN9
M0R9G4	Q7M732	A6NKG5
Q60972	B5DFB2	Q8WUA4
Q9ET43	D4A8Y0	P56749
P80432	P17665	P15954
Q4QR86	Q91WS7	Q96QD5
Q9H313	P0C5X8	Q9D3A9
O35626	Q9JKF8	Q9Y272
D3ZKH4	Q99MY8	Q9NR48
P25024	P70612	Q810W6
Q9UK61	M0RAP6	Q69ZR9
Q9D1H7	F1LXF5	Q7L5D6
M0RD40	E9PU87	Q9Y2K2
F1M1R7	Q8BJ90	Q7L3S4
Q12774	F6WMJ3	M0R7A6
Q99676	Q8BQC8	F1M2Y6
Q9R0M5	B5DEJ6	Q9H3S4
Q923L7	P12724
Q8N157	F1M9F9	E9QP54
Q8R331	D3ZNG9	O43257
Q63HK3	D3ZXU0	G3X952
Q03147	F1LQC8	P50613
Q8VHQ9	F1LX28	Q8WXI4
Q8NHR7	D4A1L6	Q9D494
Q9UFD9	Q9JIR1	Q99JB8
P49710	Q68FX4	P14317
Q5ECL0	Q91ZZ5	Q8WXD0
O43318	Q66HA1	Q62073
Q62625	Q8R3R8
Q96LB4	D3ZTZ4	Q8BMC1
Q86SQ0	D4A779	Q8K1N2
Q4V9L6	B2RYL3	Q8R138
P19096	P12785	P49327
Q8N5U6	A0A0H2UI24	Q3UIW5
Q8C0J2	A0A0G2K9U6	Q676U5
F8VPZ1	Q91Z63	Q86UV6
Q9QZ57	G3V7G6	Q12988
P35284	Q8CB87	Q8N4Y2
Q8NCG5	D3ZLS2	A0A0R4J1C9
Q8K0H5	B4F7B2	Q12962
Q8BNX1	A0A0G2JU13	Q6UXB4
P70671	Q5XIB0	Q14653
Q9WVL1	F1M5X2	Q9Y587
Q6U7H8	M0RBR8	Q5T9C9
Q8K589	A2AV75	Q96LC9
P58466	Q9GZU7	B1WC24
Q5HZE3	Q62264	Q92748
Q9H6Q4	Q5BK18	Q7TMW6
Q5SUV1	Q9HA92
D3YZP9	D4AEK9	Q16204
Q6PAK3	F1LWG2	Q9NR22
Q2TB90	M0R3X7	Q91W97
P42772	Q60773	A0A0G2K864
Q96P71	G3V9D1	Q9D6J4
D3ZMX6	Q99L88	Q13425
P48549	Q9Z307	A0A0G2JWH0
Q9ULH4	Q2WF71	G3V7J3
Q9Y4I7	A1L1I3	O08919
Q9UM11	B1WCA1	Q9R1K5
D3ZCC2	B2KFW1	P17040
P19419	A4GTP4	P41969
Q923K4	Q5PQQ1	Q969Y2
Q86UW6	D3ZLS6	F8VQG7
P53783	O00570
F1LX95	Q925Q8	Q96NX9
P22366	Q6Y1S1	Q99836
D4ADQ2	Q5SWZ9	Q8N2A8
O00214	Q6IN24	Q9JL15
A0A0G2K7Q2	P56402	P41181
Q3UBX0	Q6AYQ4	Q9BVC6
P39060	F1LR02	P39061
Q3V1D3	P10759	P23109
Q9H098	Q5U4F3	Q3TGF2
Q9JM52	F1LN69
P97857	Q68EJ2	Q9UHI8
F1MAA2	Q9CZ04	Q9Y6E3
Q6P8Y0	B0BND2	Q6P656
Q7Z3S9	D3ZHH1	Q925U3
M0RAS4	Q7TNR6	Q96ID5
Q60722	A0A0G2JWU7
B0BMX8	Q96BD6	Q9D5L7
B2RYN8	Q8BXP5
Q8VCA5	D3Z9X4	Q9NRS4
F8VQI6	A0A0H2UHG3	Q93034
Q9H2V7	Q2YDU8	Q8R0G7
Q99645	G3V6L6	P70186
Q5BK44	P97931	P13051
Q7TSN5	Q7TSN6	Q8TDV0
A0A0R4J045	D3ZDJ5	Q96EU6
B0BMX6	Q99JH1	Q8N5L8
D3ZJ78	Q9D593	Q96A05
Q91Y19	G3V987	Q9UN75
D3ZCC7	Q9QZ28	O95475
Q9BW61	D4AED2	Q9D9Z5
Q80XC3	D3ZL57	Q92738
F2YMG0	D3ZQJ8	P0CW18
Q9UM01	Q9R0S5	Q9Z1K8
Q8R4U6	Q6IM78	Q969P6
Q8BTI8	A0A0G2K2M9	Q9UQ35
Q9CY64	Q6AZ33	P53004
Q9Y5E2	F2Z3R8	Q91Y04
Q9JKY7	Q8N118
P40222	B2GV14	Q6PAM1
Q9CR48	Q6UX65
Q8N130	A0A0G2K7V6	Q80SU6
B2RZ35	Q8BUE7	Q8N307
Q8IVU9	D3ZD36	Q8CDT7
P54731	F1LSQ0	Q9UNN5
Q14088	D3ZCU8	P97950
A0A0H2UI41	E9Q9F6	Q86XM0
D3ZG45	Q8NFR3
A0A0H2UHZ0	Q9DBP0	O95436
Q9BTD8	G3V8X1	Q91V81
Q6PW51	A0A1L1SU72	P32297
P16471	A0A0G2K488	Q08501
A6NI28	F1M2Q1	B2RQE8
A0A0G2QC52	E9Q9D5
P81795	Q9Z0N1	P68104
Q99PW1	P07947	Q04736
Q96S55	R9PXV8	Q91XU0
Q8BZ21	E9PIW9
A0A0G2K3Q3	Q6DR99	Q02297
Q9H2A3	D4A2E3	Q6GTH9
A0A1L1SSC7	A0A0G2JZ94	Q8NBP0
O75340	G3V7W1	P12815
P26583	F8VQD1	D3ZT52
A2APY7	B2GV71	Q5TEU4
Q80YR7	Q9HAW4
P52701	D4A0U9	A0A0R4IZY8
O75896	D3Z8Q5	Q9WVF8
Q9NWF9	P58283
P62878	Q498D8	P62877
P21675	F1M9G7	E9Q2Z1
Q5XIG4	Q9CRD0	Q9NX40
O95866	Q6MG59	D7PDD4
Q13085	A0A0G2K5G8	B2RQC6
Q9UHJ9	Q2ABP3	Q3TQR0
P00185	P08684
Q6PCQ0	D4ADQ3	Q6IPM2
Q5RJM1	Q9WUP4	Q9H8P0
D3ZZC5	Q3U0V2	Q15628
Q9BQI0	D3ZRD9	Q9EQX4
P08263	P10648	P57113
Q0VAA2	A0A0G2JWD4	F6QBN8
Q9CQS2	D3ZMP6	Q9NPE3
P28799	P23785	Q3U9N4
Q92633	P61794	P61793
Q921V7	F1M965	Q8N4M1
M0RAT6	Q3UHI4	Q6PL24
Q15370	P62870	A6PWE0
A2AG50	D4A4L4	Q96T17
P78380	A0A0G2K1K0	Q9EQ09
Q8C353	Q6AXS2	Q8N6L7
Q8IVE3	A0A0G2K246	Q8C115
A0A140TAA9	O88854
D3ZDM6	Q8BWD8	Q9BWU1
D4AEB4	Q8K224	Q9H0A0
Q9UJW9	Q5BK27	Q9ERC3
B2RW11	Q5BJT1	Q69YU3
P18206	R9PXU6	Q64727
Q02293	Q8K2I1	P49356
G3V660	Q8K4F6	Q96P11
O75116	Q62868	A0A1Y7VMN0
P31211	Q06770	P08185
Q5VTL8	Q6AXY7	Q80SY5
Q8R4T2	Q06986	O43255
Q8NBT0	D4ABU4	Q8JZX3
Q96L15	Q5XHY4	P70352
F1LZN9	Q63871	P53803
Q6IN10	Q4PZA2	P42892
Q9D915	Q9NR00
Q99KR7	P29117	P30405
P01872	P01859
Q8C7R4	D4A8H3
P09651	Q925G0	P49312
Q5M964	P97807	P07954
D3ZXF8	Q5RL20	Q8N983
P51575	P47824	P51576
Q6Y7W8	A0A096MKC0	Q6Y7W6
Q9P2D1	D3ZAP7	A2AJK6
F1M286	B8JJD6	Q9HB96
Q8K4Q7	D3Z9Y3	Q8TCT0
Q68FP2	Q62087	Q15166
O95749	Q6F596	Q9WTN0
A0A0H2UHU2	Q02242	Q6UXZ3
P98200	D4A3X6	Q9NTI2
B1WC12	Q921Y4	Q6N075
Q9CQC4	B6ID01	Q9P0N5
P00520	P00519
A0A096P6L4	Q9D479	Q2YD98
Q8IW19	F6Q5G6	Q9D842
Q5BJW3	Q62302	Q6UWH6
B2RU80	A0A0G2K2W0	P23467
Q9JID9	Q9Z200	Q9NRF2
Q06732	D4A296	Q62513
M0QWN7	F1M8S4	Q9P2H5
Q7L0Q8	A0A0G2JW83	Q9EQT3
Q9NXB0	F1LSL4	Q5SW45
Q86SE5	G3V9R8	Q8BTF8
O43490	A0A0G2JWD0	G5E8G5
P30276	P30277	O95067
Q5XI74	Q3TGW2	Q7L9B9
P57730	O08863
Q3UK75	A0A024RA76
Q9Y3Y4	F1M5T3	Q9D0P5
Q32KJ6	Q571E4	P34059
P62322	D3ZBJ0	Q9Y4Y9
Q96LM6	D3ZLQ5	Q9DAG4
Q99KH8	H9KVF3	Q9Y6E0
Q8C879	D4A7G1	O95125
Q8BUI3	A0A140UHX1	Q9UFC0
O75179	A0A0G2JVW3	Q99NH0
Q99JD4	Q08EB5	O75122
Q5XI64	Q8R2Y0	Q9BV23
P0CAX5	Q99J31	O60890
M0R462	Q9ERL0	Q03111
A0A0G2K999	Q6V4S5	Q58EX2
P35550	P22509	P22087
Q76LI5	P37237	P55075
D4A305	Q8R3Q6	Q4VC31
Q8BMC0	P43657
Q8C827	A0A0G2K5I8	Q8NB50
B5DFJ7	Q9CR23	Q9P0T7
O94880	G3V9T6	Q9D4H9
P45381	Q9R1T5	Q8R3P0
A0A0G2JY06	P34968	P28335
Q5PPP3	Q921P9	Q15170
D3ZF19	Q9D850	Q96MH6
D4A994	Q8C7X2	Q8N766
Q9R0Q7	Q5PQL9	Q15185
A0A0G2JSS7	Q9JL27	Q10981
Q9NP74	A0A0G2JZ34	Q3UVT7
Q96GM5	D3ZBS9	Q61466
Q8BMD8	B1WC67	Q6NUK1
A0A0H2UHN2	H3BLF8	Q13907
Q9D2F7	D3Z8Z6	Q5VU65
D4ACP2	Q78RX3	Q96EX1
D3ZS20	Q7Z3T1
Q8TD91	Q5XIK4	Q99PA7
P47936	Q9QZN9	P34972
P20248	G3V802	P51943
Q91YU8	Q5FVQ2	Q6NZ63
Q86T26	Q6IE14	Q14C59
Q9Y6F6	D3ZDF3	Q9WUX5
Q9UN30	D3ZWK4
Q8TBE1	D0Q0Y7	Q6ZWS4
O70513	Q07797	Q08380
P28222	Q64264
Q6P0N0	A0A0G2JZZ6	Q80WQ8
A0A0G2K9L7	Q8C4X1	A8MT69
Q13572	A0A0G2K7L4	Q8BYN3
Q14BA6	D3ZTT1	Q5VYS4
O88493	Q86Y22
Q9D3D0	D3ZGM8	Q9BTX7
Q969Q4	Q5BK71	Q6P3A9
Q15700	Q9QYH1	O88910
Q3MI48	D4A2V6	Q96MG2
Q99ME7	D3Z977	O60806
P68500	F1M173	O94779
F1LM10	Q02111
Q7Z6L0	Q6MG82	O35449
P23899	P27889	P35680
Q99MT2	F1M9U4	O15457
Q9D786	D4AB06	O94927
Q9H6B4	Q8K1G0	Q8R373
Q96IJ6	Q5XIC1	Q922H4
P53990	Q568Z6	Q9CX00
O75096	Q9QYP1	Q8VI56
P26368	F2Z3T9	P26369
Q7TN29	B1WBX6	Q8WU79
Q9BWT6	F1LWN6	Q8K396
P49419	D3ZCV5
A0A0G2JSM4	Q9NYM9
F1LN84	Q03385	Q12967
G3X8V6	A0A0G2JY76	P40189
Q9Y2B9	Q6YH22	O70139
Q9UN19	D3ZF46	Q45HK4
Q7TNK4	M0R6E4	Q9UNY5
O00442	Q68FS8	Q9D7H3
C0HKD9	P55081
Q17RB8	A0A0G2K313	A0A182DWE6
D3Z914	Q3TXT3	Q9NRY2
D3ZRN4	Q9CYQ5	Q9NWW0
O60885	D3ZGX8	Q9ESU6
Q8IYA7	D3ZUL2	B2RQ30
P78527	A0A0U1RNT0	D3ZTF6
B0BNK8	Q8C152	Q96A09
O94923	D3ZIK0	Q9EPS3
Q8CB27	Q32Q05	Q5VVQ6
Q9Z1F9	F1LS72	A0AVT1
P12271	D3Z956	Q9Z275
Q80ZG2	Q7TS72	Q96DU7
P23582	P55207	Q61839
Q6AYD3	P50580	Q9UQ80
Q60755	A0A0H2UHI1	P30988
Q9CWC9	O76014
P97303	Q9BYV9	D3ZW33
O14933	Q4V8J2	Q9QZU9
P84850	Q8CIM3	Q8N465
P35411	Q9EQ16	P49238
Q3UEI1	G3V8J8	Q08493
Q9BVJ6	D3ZZY2	Q640M1
Q6AYX2	P00342	P07864
P56556	D4A3V2	Q9CQZ5
Q8WWH5	Q5M934	Q8C0D0
Q8K4L0	D3ZHY6	Q53G15
F1LSL6	Q8BJ42	Q9P1A6
Q6ZWS8	B2RYD9	O43791
Q92575	A0A087WSK5	Q5HZY0
Q9NRR4	E9PTR3	Q5HZJ0
Q67BJ4	Q9JI93	Q9NPC4
Q9Y2J2	Q9JMB3	Q9Z2H5
D3ZXS4	Q8BGI7	Q96DD0
Q86VW0	B5DFL9	Q80UK0
Q9Z1X1	F6VBR4	Q86UR5
Q6IR34	P81274	F1LV89
Q9UBX0	D4AEG9	Q61658
Q9D6K9	D4AA91	Q8N5B7
Q9JK62	M0R8B9	O95279
Q4KM93	Q8BPE4	Q53S58
P49756	Q9WVE9	B2RY56
Q6AXR5	Q8R1T4	Q9Y2D2
Q9Y2C2	D3ZPB6	Q8BUB6
P15884	Q61286	P51514
A0A0B4J1F4	Q7TP90	Q8NCT1
P97816	P02634	P29377
O14977	Q6P7R3	O35484
O60244	D4A020	A2ABV5
Q9ESG9	G3V6G8	Q99640
Q99JR5	Q4V8N0	Q9GZM7
P49795	O70521	Q9CX84
D3ZM69	O70318	O43491
Q91YJ2	E9PU13	O95219
Q5FVF1	Q8BP78	Q70Z53
Q9ET78	Q2PS20	Q9BR39
Q61470	A0A0H2UI08	P11049
P41123	P47963	P26373
P11277	A0A0G2JY25	O08614
Q9D7I8	D4ABG0	Q9H4H8
P63313	P63312	Q6ZWY8
P11030	P31786	P07108
Q5XI33	P56198	Q96AQ7
D4A2I6	Q8BP07	Q6QAJ8
O14556	Q9ESV6	S4R2G5
A0A0G2K8A5	P31254
P30926	P12390	Q9ERK7
Q9NTU7	D4ABJ2	Q8BME9
A0A0G2K1F7	Q9QZZ4	Q9UKN7
Q9CPZ8	D3ZTN2	Q7Z7K0
Q62888	Q99K10	Q8N0W4
P28065	P28076	Q6P9V6
P17980	O88685	Q6P6U2
D3ZMR2	B2KF50	Q6BDS2
F1M4C7	P12970	P62424
Q06481	P15943	Q03157
F6VDQ9	Q8N6M0
Q6XUX3	Q6XUX2	Q6XUX1
Q92733	B2RYA6	Q9EQC8
Q8VED2	G3V6R9	Q9NUP1
Q91VF2	Q01984	P50135
P04897	P08752	P04899
M0RAY0	Q91YL8
Q7M759	Q6AY17	Q5VST6
D3ZLI2	Q9D9K8	Q8N6M8
A1L0U3	Q5TEC6
P13765	O02953	Q6SR47
O94991	M0R9U3	Q810B7
D4A2D3	F8VWT9	F6SMY7
A0A1L1SRI1	D3ZA84	Q9Y4G6
D3ZUK4	O75382	Q9R1R2
Q5U3C3	D3ZFX1	Q6PHN7
P23298	Q9R1X8	Q8WTQ7
O15165	F1LZA8	Q8BWJ4
P15247	D4A8I9	P15248
Q96S37	Q3ZAV1	A0A0R4J1I9
O75173	D4A0C5	Q8BNJ2
Q9Y2D1	A0A0G2JSS0	O70191
Q922H7	Q6IMA7	Q9BPW5
E9Q4E4	D3ZX30	Q68D51
Q96KX0	D4ABW7	Q9D925
Q14498	Q6URK4	E9QP59
P33552	B2RZ99	P56390
P02692	P12710	P07148
S4R1Y1	Q8IWT3	D3ZZP8
Q60575	O88658	O60333
P31532	P35542
Q92625	D4AC12
D3Z757	Q4V8C4	Q86TI4
Q8BPQ7	D3ZAS2	Q2NKQ1
Q6ZPE2	M0RAP5	O95248
A0A0G2K173	Q64429	Q16678
P53347	Q65Z15	P13725
A0A087WSB9	F1LVJ1	Q9NXJ0
Q9UHD0	D4A2T8	Q8CJ70
Q9Z2P4	Q9DBX1	Q9H4X1
Q9D708	B0BMX3	Q96FQ6
A0A0G2JSJ1	Q8BGV3	P09758
P09529	A0A0G2K0C6	P55104
Q8VIK2	D4A9N8	Q567V2
Q80V53	B2GV63	Q8NCH0
D4ACU2	Q91XX5	Q9Y5H5
B2RYK2	Q5NCQ5	Q9BZG8
F1LQW5	Q3UUY6	Q8N271
D3YUP5	D4A3V7	Q2M3D2
D3ZB55	Q99M07	Q86WW8
E9PXB6	M0RBH5	Q6UW10
D3ZE16	Q8BMG0	P35475
Q8BT18	D3ZYI3	Q86TY3
M0RAY4	P43027	P43026
P19836	P49586	P49585
Q9HCI7	D4A9S3	Q69ZF8
Q5VWN6	D3ZVI2	Q5DTT3
Q9QUH1	B2RZ17	Q9UKT8
Q3UE31	Q4G008	Q6ICG6
Q9JIS8	Q63632	Q9UP95
F1LYD6	Q3TZA2	Q5MAI5
F1LQM3	Q8K348	Q8NER5
O14964	Q9JJ50	Q99LI8
Q5G5D5	Q5G5D4	P60508
P20338	B0BMW0	P56371
Q9ERQ3	A0A0G2K951	Q6ZNC4
F1LVT1	Q505G8	Q17R98
A0A0G2JZ84	Q80TA9	Q9HCE0
Q7TP48	Q9D7N9	Q9HDC9
Q3KNY0	F1M2K0	Q86VF2
B0BNI2	Q8VCG3
Q86SP6	Q924Y8	Q3UVY1
P97929	Q66MH4	P51587
G3V8A5	Q9EQH3	Q96QK1
Q9JJG5	F7F8X3	Q14140
D4A9Z3	Q8BFQ9	Q9P2K6
Q6ZMN7	Q8JZS0	M0R7K1
P62821	Q6NYB7	P62820
Q4KLL7	Q9UBP0
Q99697	Q9R0W1	P97474
Q9CQR5	D3ZLD2	Q9UDW3
Q9NZM1	A0A0R4J075	P47709
A2APS1	D3ZJ87	O15259
Q96T54	Q920B6	P97438
D4A6P3	Q8K2Q9	A0MZ66
F7EYF1	E9PXB7	O00308
Q8K4G5	F1LWK7
Q6P7B7	Q3TXX3	Q5T4F4
O08562	Q62205	Q9UQD0
P32240	A0A0G2JSM6	P35408
Q9D2D7	D3ZT56	Q8N1G0
P56177	G3V669	Q64317
D3Z4M6	D3ZKA2	Q96MS0
Q80XD8	Q9ES75	Q96NZ9
A0A0G2JVK3	Q6PAM0	O43741
A0A0G2KAW2	Q8C0T5	Q8TBB0
Q8BIJ7	F1LR42
Q07139	D3ZUD0	Q9H8V3
Q62165	F1M8K0	Q14118
A0A0G2K364	E9Q5G7	O60810
A0A140TAF2	Q61701	P26378
O94776	B2GV01	Q9R190
P59598	A0A0G2JU33	Q8IXJ9
Q641Y9	Q6PJN8	Q5D0E6
Q9UHY7	Q5PPH0	Q8BGB7
Q9P2G3	D3ZYQ7	Q69ZK5
D3ZR10	Q5DU00	Q9UHG0
Q61830	D3ZD31	P22897
P98179	G3V6P6
Q8N183	A0A0G2JZF6	Q59J78
P25100	A2ANQ2
Q01581	P17425	Q8JZK9
O15539	A0A0G2JVF3	O08850
P49443	A0A0H2UHE5	P35813
P49766	P49765	G8JLS5
Q7TSH4	D4A3J9	O43303
Q8IWX7	A0A096MJB5	Q8CGY6
D3ZBT6	Q8K3A2	Q86TN4
Q8WUA2	D4AEG3	Q9CXG3
Q5FVR4	A0A1B0GRC5	Q8IV48
Q9R1A0	P51946	Q61458
Q8TC05	Q5PQN4	Q9D067
Q8IU81	D4AAZ8	Q8R3Y8
B2RTM0	Q99525
Q7Z407	G3V902	Q60736
Q9JLI8	D3ZAS8	Q15020
O75635	P20961	Q9D695
O60307	Q9R1L5	A0A0G2JVL3
Q9CZS3	B0BN31	Q96NB1
P49590	F1M9C9	Q99KK9
Q8N9W8	Q6AYN1	D3YV92
Q80X32	M0R469	Q7Z6I8
Q13129	D3ZJX1	A2A7F4
Q99575	D4AE75	Q8K205
M0R8A3	P0C191	Q9HCN6
O14753	D4A445	Q9WTJ2
Q8NAP8	B2GUV8
Q9D880	D3ZJX5	Q0VAB1
P70669	G3V723	P78562
Q02257	Q6P0K8	P14923
Q6TGC4	D4ABN7	Q8K3V4
F8WFL7	P48540	P39905
O60315	A4QPD1	E9PTC3
Q96EQ0	Q80W98	Q8VD33
Q96A58	F1M2G3	Q8R367
Q61205	O35263	Q15102
P09237	P50280	Q3UN27
Q8N456	Q66HD6
A0A096MJZ7	Q5SV85	Q9UMZ2
Q8BX90	D3ZEA0	Q9Y2H6
Q6QLN3	Q8BK35	Q9NZM5
O54803	P51579	Q93086
A0A096MJ11	Q9D8T2	P57764
Q9DB16	Q5XIJ7	Q9H9S4
D4AE99	Q640L3	Q9ULG6
P63322	P63321	P11233
Q2KHT3	A0A0G2KA14	Q80U30
Q5M949	O55126
